timestamp,domain,district,ward,service_type,demand_requests,resource_availability,gap,response_time_minutes,citizen_complaints,day_of_week,month,is_weekend,is_monsoon,population_factor,urban_ratio
2025-06-29,Health,Aurangabad,Ward_3,Hospital_Bed_ICU,4,3,1,95.88,2,6,6,1,1,1.2,0.4
2023-12-10,Health,Solapur,Ward_2,OPD_Pediatric,19,13,6,5.86,4,6,12,1,0,1.0,0.35
2025-01-06,Health,Pune,Ward_15,OPD_Pediatric,156,131,25,47.84,1,0,1,0,0,2.0,0.65
2023-04-10,Health,Mumbai,Ward_18,OPD_General,620,568,52,14.87,0,0,4,0,0,2.5,1.0
2023-04-03,Health,Solapur,Ward_3,OPD_Pediatric,25,22,3,17.21,0,0,4,0,0,1.0,0.35
2023-07-13,Health,Thane,Ward_13,Hospital_Bed_ICU,36,27,9,30.3,1,3,7,0,1,2.2,0.75
2024-11-04,Health,Solapur,Ward_2,OPD_General,84,57,27,33.05,4,0,11,0,0,1.0,0.35
2024-01-24,Health,Nashik,Ward_9,OPD_General,214,173,41,54.47,4,2,1,0,0,1.3,0.45
2024-01-15,Health,Nagpur,Ward_1,OPD_Pediatric,117,97,20,50.63,1,0,1,0,0,1.5,0.6
2024-03-09,Health,Nagpur,Ward_2,Ambulance_Emergency,18,11,7,1.68,4,5,3,1,0,1.5,0.6
2025-08-11,Health,Kolhapur,Ward_1,Hospital_Bed_General,50,39,11,21.17,0,0,8,0,1,1.1,0.38
2025-08-26,Health,Nashik,Ward_6,OPD_Pediatric,57,49,8,43.85,1,1,8,0,1,1.3,0.45
2024-11-20,Health,Pune,Ward_15,Disease_Dengue,11,8,3,47.85,3,2,11,0,0,2.0,0.65
2024-04-26,Health,Kolhapur,Ward_3,Ambulance_Emergency,17,10,7,25.88,5,4,4,0,0,1.1,0.38
2023-08-20,Health,Kolhapur,Ward_1,Disease_Dengue,2,1,1,37.95,3,6,8,1,1,1.1,0.38
2023-10-07,Health,Nashik,Ward_4,OPD_General,82,55,27,32.23,6,5,10,1,0,1.3,0.45
2025-06-11,Health,Nashik,Ward_12,OPD_Pediatric,56,40,16,26.14,2,2,6,0,1,1.3,0.45
2023-11-02,Health,Nashik,Ward_5,OPD_Pediatric,49,32,17,56.12,3,3,11,0,0,1.3,0.45
2024-04-25,Health,Nashik,Ward_4,Disease_Dengue,2,1,1,60.56,4,3,4,0,0,1.3,0.45
2025-01-26,Health,Kolhapur,Ward_4,Disease_Malaria,1,0,1,49.66,10,6,1,1,0,1.1,0.38
2023-05-11,Health,Kolhapur,Ward_3,Disease_Dengue,1,0,1,32.75,10,3,5,0,0,1.1,0.38
2024-07-26,Health,Aurangabad,Ward_8,Disease_Malaria,4,2,2,18.03,5,4,7,0,1,1.2,0.4
2023-07-11,Health,Solapur,Ward_2,Hospital_Bed_General,38,31,7,40.33,2,1,7,0,1,1.0,0.35
2023-05-30,Health,Aurangabad,Ward_5,Hospital_Bed_ICU,7,5,2,39.24,3,1,5,0,0,1.2,0.4
2025-06-17,Health,Solapur,Ward_7,Disease_Dengue,5,3,2,37.44,2,1,6,0,1,1.0,0.35
2023-10-23,Health,Nashik,Ward_10,Disease_Malaria,1,0,1,8.76,10,0,10,0,0,1.3,0.45
2024-06-28,Health,Solapur,Ward_1,Disease_Dengue,2,1,1,19.96,5,4,6,0,1,1.0,0.35
2023-08-24,Health,Aurangabad,Ward_7,Disease_Malaria,3,2,1,71.52,2,3,8,0,1,1.2,0.4
2025-03-12,Health,Kolhapur,Ward_5,Hospital_Bed_General,38,35,3,11.17,0,2,3,0,0,1.1,0.38
2025-05-03,Health,Aurangabad,Ward_6,Hospital_Bed_ICU,4,2,2,93.86,5,5,5,1,0,1.2,0.4
2024-10-07,Health,Mumbai,Ward_9,Disease_Dengue,2,1,1,40.76,3,0,10,0,0,2.5,1.0
2024-12-27,Health,Aurangabad,Ward_1,OPD_General,180,127,53,52.86,4,4,12,0,0,1.2,0.4
2023-01-01,Health,Aurangabad,Ward_7,Ambulance_Emergency,10,7,3,25.06,2,6,1,1,0,1.2,0.4
2024-06-24,Health,Kolhapur,Ward_2,Disease_Dengue,6,5,1,64.45,0,0,6,0,1,1.1,0.38
2023-07-18,Health,Thane,Ward_7,OPD_Pediatric,178,107,71,69.03,5,1,7,0,1,2.2,0.75
2023-10-24,Health,Nagpur,Ward_5,Hospital_Bed_General,63,44,19,49.04,3,1,10,0,0,1.5,0.6
2023-10-11,Health,Pune,Ward_8,Hospital_Bed_General,98,81,17,9.04,1,2,10,0,0,2.0,0.65
2023-05-23,Health,Nagpur,Ward_8,OPD_General,216,186,30,64.8,1,1,5,0,0,1.5,0.6
2023-11-25,Health,Solapur,Ward_8,Ambulance_Emergency,7,5,2,20.32,3,5,11,1,0,1.0,0.35
2023-12-18,Health,Pune,Ward_13,OPD_General,469,339,130,15.96,3,0,12,0,0,2.0,0.65
2025-02-09,Health,Nagpur,Ward_9,OPD_Pediatric,76,71,5,26.69,1,6,2,1,0,1.5,0.6
2023-12-16,Health,Solapur,Ward_7,Hospital_Bed_General,16,13,3,45.6,2,5,12,1,0,1.0,0.35
2025-02-02,Health,Pune,Ward_2,OPD_General,312,291,21,15.34,1,6,2,1,0,2.0,0.65
2023-12-15,Health,Aurangabad,Ward_3,OPD_Pediatric,55,36,19,54.7,3,4,12,0,0,1.2,0.4
2024-06-20,Health,Nashik,Ward_5,Hospital_Bed_ICU,6,4,2,26.93,4,3,6,0,1,1.3,0.45
2024-10-11,Health,Kolhapur,Ward_4,Disease_Malaria,2,1,1,11.67,5,4,10,0,0,1.1,0.38
2025-05-01,Health,Pune,Ward_7,Disease_Malaria,5,3,2,41.5,5,3,5,0,0,2.0,0.65
2024-12-05,Health,Thane,Ward_4,Disease_Dengue,13,11,2,90.3,2,3,12,0,0,2.2,0.75
2025-03-18,Health,Thane,Ward_6,OPD_Pediatric,146,109,37,40.69,1,1,3,0,0,2.2,0.75
2023-02-02,Health,Aurangabad,Ward_7,OPD_Pediatric,54,36,18,69.44,3,3,2,0,0,1.2,0.4
2025-09-12,Health,Nashik,Ward_3,Disease_Dengue,7,6,1,13.94,3,4,9,0,1,1.3,0.45
2025-08-01,Health,Thane,Ward_18,Disease_Dengue,16,12,4,25.63,2,4,8,0,1,2.2,0.75
2023-06-29,Health,Thane,Ward_12,Hospital_Bed_ICU,12,11,1,31.66,0,3,6,0,1,2.2,0.75
2025-10-12,Health,Kolhapur,Ward_5,Disease_Dengue,2,1,1,11.18,5,6,10,1,0,1.1,0.38
2024-11-24,Health,Solapur,Ward_2,Disease_Malaria,1,0,1,20.16,10,6,11,1,0,1.0,0.35
2024-02-15,Health,Solapur,Ward_6,OPD_Pediatric,51,40,11,18.11,1,3,2,0,0,1.0,0.35
2024-09-27,Health,Mumbai,Ward_7,OPD_Pediatric,282,257,25,28.6,1,4,9,0,1,2.5,1.0
2024-12-03,Health,Mumbai,Ward_8,Hospital_Bed_ICU,35,31,4,48.68,2,1,12,0,0,2.5,1.0
2025-01-18,Health,Solapur,Ward_5,Hospital_Bed_ICU,2,1,1,91.72,5,5,1,1,0,1.0,0.35
2025-07-28,Health,Solapur,Ward_8,Ambulance_Emergency,13,8,5,21.01,2,0,7,0,1,1.0,0.35
2024-06-15,Health,Kolhapur,Ward_7,Ambulance_Emergency,10,8,2,4.02,2,5,6,1,1,1.1,0.38
2024-05-09,Health,Thane,Ward_9,Hospital_Bed_General,112,86,26,11.59,2,3,5,0,0,2.2,0.75
2024-10-18,Health,Thane,Ward_14,Ambulance_Emergency,84,65,19,5.14,1,4,10,0,0,2.2,0.75
2025-05-12,Health,Nagpur,Ward_8,Hospital_Bed_General,58,37,21,34.9,4,0,5,0,0,1.5,0.6
2025-01-12,Health,Nagpur,Ward_10,Disease_Dengue,2,1,1,56.56,2,6,1,1,0,1.5,0.6
2024-07-03,Health,Nashik,Ward_10,OPD_Pediatric,61,52,9,15.06,0,2,7,0,1,1.3,0.45
2024-07-23,Health,Nagpur,Ward_3,Hospital_Bed_General,81,58,23,29.19,1,1,7,0,1,1.5,0.6
2023-07-21,Health,Nashik,Ward_10,Disease_Dengue,8,5,3,32.59,2,4,7,0,1,1.3,0.45
2024-09-28,Health,Aurangabad,Ward_8,Disease_Malaria,2,1,1,28.05,4,5,9,1,1,1.2,0.4
2023-08-26,Health,Nashik,Ward_10,OPD_General,120,73,47,74.84,1,5,8,1,1,1.3,0.45
2025-07-25,Health,Thane,Ward_7,Disease_Malaria,20,12,8,11.84,3,4,7,0,1,2.2,0.75
2024-05-17,Health,Nagpur,Ward_6,Ambulance_Emergency,36,25,11,8.52,3,4,5,0,0,1.5,0.6
2025-10-03,Health,Kolhapur,Ward_6,Hospital_Bed_ICU,3,2,1,29.91,2,4,10,0,0,1.1,0.38
2023-08-26,Health,Solapur,Ward_3,Disease_Malaria,1,0,1,45.16,10,5,8,1,1,1.0,0.35
2023-03-15,Health,Nashik,Ward_12,Hospital_Bed_General,49,36,13,60.53,2,2,3,0,0,1.3,0.45
2024-05-19,Health,Solapur,Ward_1,OPD_Pediatric,15,12,3,41.75,3,6,5,1,0,1.0,0.35
2024-05-12,Health,Nagpur,Ward_5,Disease_Dengue,2,1,1,28.53,2,6,5,1,0,1.5,0.6
2024-07-31,Health,Nagpur,Ward_10,Hospital_Bed_General,86,65,21,30.83,1,2,7,0,1,1.5,0.6
2024-05-26,Health,Pune,Ward_6,Hospital_Bed_General,68,43,25,42.03,3,6,5,1,0,2.0,0.65
2024-05-24,Health,Mumbai,Ward_8,OPD_Pediatric,200,128,72,27.25,6,4,5,0,0,2.5,1.0
2023-06-19,Health,Aurangabad,Ward_1,Hospital_Bed_ICU,6,3,3,99.48,5,0,6,0,1,1.2,0.4
2023-07-14,Health,Nagpur,Ward_7,Disease_Dengue,11,6,5,50.47,4,4,7,0,1,1.5,0.6
2023-11-03,Health,Nashik,Ward_12,OPD_Pediatric,56,49,7,18.78,0,4,11,0,0,1.3,0.45
2023-01-20,Health,Nashik,Ward_12,OPD_Pediatric,79,65,14,58.85,1,4,1,0,0,1.3,0.45
2025-01-13,Health,Mumbai,Ward_10,OPD_Pediatric,341,320,21,31.82,2,0,1,0,0,2.5,1.0
2024-11-09,Health,Thane,Ward_5,Disease_Malaria,2,1,1,117.77,4,5,11,1,0,2.2,0.75
2023-06-29,Health,Aurangabad,Ward_5,OPD_Pediatric,57,51,6,16.16,0,3,6,0,1,1.2,0.4
2025-05-20,Health,Mumbai,Ward_23,Disease_Dengue,10,6,4,35.74,5,1,5,0,0,2.5,1.0
2023-09-18,Health,Nashik,Ward_8,OPD_General,177,108,69,50.32,4,0,9,0,1,1.3,0.45
2025-02-19,Health,Aurangabad,Ward_1,Disease_Malaria,1,0,1,30.75,10,2,2,0,0,1.2,0.4
2024-08-31,Health,Pune,Ward_2,OPD_General,249,154,95,94.5,4,5,8,1,1,2.0,0.65
2023-06-14,Health,Pune,Ward_13,Disease_Malaria,6,5,1,25.27,1,2,6,0,1,2.0,0.65
2023-01-21,Health,Nashik,Ward_4,OPD_Pediatric,35,30,5,101.49,3,5,1,1,0,1.3,0.45
2024-01-04,Health,Thane,Ward_6,OPD_Pediatric,158,116,42,37.83,2,3,1,0,0,2.2,0.75
2024-02-11,Health,Nashik,Ward_6,Ambulance_Emergency,15,9,6,8.02,3,6,2,1,0,1.3,0.45
2023-04-20,Health,Mumbai,Ward_24,OPD_Pediatric,197,185,12,70.37,0,3,4,0,0,2.5,1.0
2024-03-04,Health,Mumbai,Ward_21,Hospital_Bed_ICU,35,22,13,32.54,4,0,3,0,0,2.5,1.0
2023-03-25,Health,Aurangabad,Ward_7,Hospital_Bed_ICU,4,2,2,44.78,5,5,3,1,0,1.2,0.4
2024-01-24,Health,Thane,Ward_4,OPD_Pediatric,188,131,57,62.96,1,2,1,0,0,2.2,0.75
2023-03-16,Health,Thane,Ward_8,Hospital_Bed_ICU,16,12,4,33.81,1,3,3,0,0,2.2,0.75
2023-04-16,Health,Thane,Ward_16,OPD_Pediatric,83,75,8,27.2,2,6,4,1,0,2.2,0.75
2025-02-10,Health,Aurangabad,Ward_3,Ambulance_Emergency,20,13,7,8.02,1,0,2,0,0,1.2,0.4
2023-05-31,Health,Nashik,Ward_2,OPD_General,149,114,35,59.18,3,2,5,0,0,1.3,0.45
2025-06-06,Health,Nashik,Ward_5,OPD_General,180,142,38,47.5,2,4,6,0,1,1.3,0.45
2024-02-13,Health,Solapur,Ward_2,OPD_Pediatric,47,43,4,10.12,1,1,2,0,0,1.0,0.35
2024-01-11,Health,Pune,Ward_3,Disease_Malaria,3,2,1,33.85,1,3,1,0,0,2.0,0.65
2025-02-13,Health,Kolhapur,Ward_3,Disease_Malaria,1,0,1,64.22,10,3,2,0,0,1.1,0.38
2023-11-02,Health,Thane,Ward_10,OPD_General,367,323,44,122.66,2,3,11,0,0,2.2,0.75
2024-11-27,Health,Nashik,Ward_6,Hospital_Bed_General,40,27,13,31.11,3,2,11,0,0,1.3,0.45
2023-08-28,Health,Aurangabad,Ward_7,Hospital_Bed_General,36,22,14,88.14,5,0,8,0,1,1.2,0.4
2023-09-12,Health,Aurangabad,Ward_3,OPD_General,152,126,26,12.43,1,1,9,0,1,1.2,0.4
2023-09-09,Health,Solapur,Ward_1,Disease_Dengue,1,0,1,46.9,10,5,9,1,1,1.0,0.35
2023-03-27,Health,Pune,Ward_9,OPD_General,330,201,129,85.11,5,0,3,0,0,2.0,0.65
2024-04-28,Health,Pune,Ward_7,Ambulance_Emergency,24,14,10,11.84,6,6,4,1,0,2.0,0.65
2025-03-17,Health,Pune,Ward_3,Hospital_Bed_General,100,78,22,9.32,5,0,3,0,0,2.0,0.65
2025-09-26,Health,Thane,Ward_7,Disease_Dengue,12,8,4,65.99,3,4,9,0,1,2.2,0.75
2024-12-15,Health,Thane,Ward_5,OPD_Pediatric,99,92,7,67.66,1,6,12,1,0,2.2,0.75
2025-08-21,Health,Pune,Ward_7,Ambulance_Emergency,59,53,6,14.7,0,3,8,0,1,2.0,0.65
2024-04-12,Health,Kolhapur,Ward_8,Hospital_Bed_ICU,8,7,1,50.08,3,4,4,0,0,1.1,0.38
2025-04-18,Health,Solapur,Ward_6,OPD_Pediatric,29,26,3,43.84,1,4,4,0,0,1.0,0.35
2025-03-04,Health,Kolhapur,Ward_3,Disease_Malaria,1,0,1,71.08,10,1,3,0,0,1.1,0.38
2025-05-31,Health,Kolhapur,Ward_7,Hospital_Bed_General,19,11,8,75.18,2,5,5,1,0,1.1,0.38
2025-06-24,Health,Nagpur,Ward_2,Ambulance_Emergency,36,32,4,11.89,1,1,6,0,1,1.5,0.6
2024-09-24,Health,Aurangabad,Ward_8,Hospital_Bed_ICU,8,7,1,24.98,3,1,9,0,1,1.2,0.4
2024-01-15,Health,Thane,Ward_12,Disease_Dengue,8,6,2,19.58,4,0,1,0,0,2.2,0.75
2023-05-20,Health,Solapur,Ward_4,Disease_Dengue,1,0,1,48.59,10,5,5,1,0,1.0,0.35
2024-05-28,Health,Kolhapur,Ward_3,OPD_General,101,86,15,21.13,1,1,5,0,0,1.1,0.38
2023-07-28,Health,Pune,Ward_3,Disease_Malaria,13,11,2,77.42,1,4,7,0,1,2.0,0.65
2024-10-19,Health,Thane,Ward_10,OPD_General,229,153,76,36.89,6,5,10,1,0,2.2,0.75
2023-10-01,Health,Mumbai,Ward_13,Disease_Malaria,6,4,2,19.7,2,6,10,1,0,2.5,1.0
2023-04-07,Health,Aurangabad,Ward_6,OPD_General,126,82,44,24.55,3,4,4,0,0,1.2,0.4
2024-09-18,Health,Solapur,Ward_3,Ambulance_Emergency,15,10,5,13.58,1,2,9,0,1,1.0,0.35
2025-04-29,Health,Mumbai,Ward_15,Hospital_Bed_General,200,152,48,74.27,0,1,4,0,0,2.5,1.0
2023-10-12,Health,Nagpur,Ward_7,OPD_General,245,151,94,4.97,4,3,10,0,0,1.5,0.6
2025-07-09,Health,Nashik,Ward_3,Disease_Malaria,1,0,1,18.92,10,2,7,0,1,1.3,0.45
2023-01-30,Health,Pune,Ward_5,Hospital_Bed_ICU,26,22,4,58.24,3,0,1,0,0,2.0,0.65
2025-07-03,Health,Aurangabad,Ward_5,Disease_Dengue,6,4,2,52.31,4,3,7,0,1,1.2,0.4
2023-05-22,Health,Aurangabad,Ward_6,OPD_Pediatric,36,30,6,94.1,1,0,5,0,0,1.2,0.4
2025-05-08,Health,Solapur,Ward_4,Hospital_Bed_General,30,22,8,93.74,4,3,5,0,0,1.0,0.35
2024-05-24,Health,Thane,Ward_18,OPD_Pediatric,148,123,25,38.81,3,4,5,0,0,2.2,0.75
2024-01-18,Health,Aurangabad,Ward_7,Disease_Malaria,1,0,1,15.21,10,3,1,0,0,1.2,0.4
2023-02-26,Health,Kolhapur,Ward_7,OPD_Pediatric,27,20,7,48.04,5,6,2,1,0,1.1,0.38
2023-10-16,Health,Thane,Ward_7,Ambulance_Emergency,59,44,15,17.26,2,0,10,0,0,2.2,0.75
2024-11-27,Health,Nagpur,Ward_1,OPD_Pediatric,79,49,30,23.62,8,2,11,0,0,1.5,0.6
2023-05-12,Health,Thane,Ward_18,Hospital_Bed_ICU,24,20,4,32.33,2,4,5,0,0,2.2,0.75
2023-10-10,Health,Nashik,Ward_2,OPD_Pediatric,49,38,11,13.97,2,1,10,0,0,1.3,0.45
2023-06-12,Health,Pune,Ward_10,Disease_Dengue,26,22,4,100.47,2,0,6,0,1,2.0,0.65
2025-10-13,Health,Aurangabad,Ward_3,Disease_Dengue,3,2,1,25.48,4,0,10,0,0,1.2,0.4
2025-07-10,Health,Nashik,Ward_1,Hospital_Bed_General,58,37,21,24.27,3,3,7,0,1,1.3,0.45
2024-01-17,Health,Thane,Ward_9,Disease_Malaria,4,2,2,52.02,5,2,1,0,0,2.2,0.75
2023-03-23,Health,Aurangabad,Ward_6,Hospital_Bed_General,45,27,18,58.95,5,3,3,0,0,1.2,0.4
2024-10-27,Health,Solapur,Ward_1,Hospital_Bed_General,15,14,1,19.29,0,6,10,1,0,1.0,0.35
2025-01-27,Health,Solapur,Ward_3,Disease_Malaria,1,0,1,53.3,10,0,1,0,0,1.0,0.35
2024-04-13,Health,Pune,Ward_13,OPD_General,198,183,15,53.79,0,5,4,1,0,2.0,0.65
2024-05-18,Health,Mumbai,Ward_19,Ambulance_Emergency,51,41,10,4.93,2,5,5,1,0,2.5,1.0
2023-02-04,Health,Mumbai,Ward_20,OPD_Pediatric,171,157,14,55.69,0,5,2,1,0,2.5,1.0
2023-06-05,Health,Thane,Ward_18,Hospital_Bed_ICU,36,32,4,30.73,0,0,6,0,1,2.2,0.75
2024-05-09,Health,Kolhapur,Ward_4,OPD_Pediatric,35,28,7,56.57,2,3,5,0,0,1.1,0.38
2024-10-14,Health,Pune,Ward_15,Ambulance_Emergency,41,38,3,11.17,1,0,10,0,0,2.0,0.65
2025-07-23,Health,Solapur,Ward_3,Hospital_Bed_ICU,4,3,1,15.98,3,2,7,0,1,1.0,0.35
2023-12-26,Health,Thane,Ward_17,Ambulance_Emergency,61,56,5,14.63,2,1,12,0,0,2.2,0.75
2024-12-14,Health,Mumbai,Ward_2,Hospital_Bed_ICU,21,12,9,48.63,4,5,12,1,0,2.5,1.0
2024-11-11,Health,Nagpur,Ward_10,OPD_Pediatric,63,52,11,29.35,1,0,11,0,0,1.5,0.6
2025-01-05,Health,Solapur,Ward_5,Hospital_Bed_ICU,2,1,1,37.31,5,6,1,1,0,1.0,0.35
2023-09-11,Health,Kolhapur,Ward_5,Hospital_Bed_ICU,5,4,1,45.92,2,0,9,0,1,1.1,0.38
2024-10-19,Health,Solapur,Ward_2,Hospital_Bed_General,15,11,4,36.1,3,5,10,1,0,1.0,0.35
2024-10-31,Health,Thane,Ward_18,Hospital_Bed_General,140,118,22,46.81,3,3,10,0,0,2.2,0.75
2023-09-07,Health,Kolhapur,Ward_6,Hospital_Bed_ICU,10,7,3,97.59,5,3,9,0,1,1.1,0.38
2024-12-31,Health,Solapur,Ward_2,Hospital_Bed_General,24,16,8,85.06,4,1,12,0,0,1.0,0.35
2023-02-14,Health,Nashik,Ward_1,Disease_Malaria,1,0,1,40.93,10,1,2,0,0,1.3,0.45
2023-10-01,Health,Nagpur,Ward_2,Hospital_Bed_General,37,34,3,50.63,3,6,10,1,0,1.5,0.6
2024-09-02,Health,Solapur,Ward_2,Disease_Dengue,3,2,1,25.19,3,0,9,0,1,1.0,0.35
2024-04-27,Health,Kolhapur,Ward_8,Disease_Dengue,1,0,1,34.95,10,5,4,1,0,1.1,0.38
2025-01-27,Health,Mumbai,Ward_19,OPD_General,956,734,222,61.53,1,0,1,0,0,2.5,1.0
2025-05-16,Health,Nashik,Ward_9,Disease_Malaria,4,2,2,19.68,4,4,5,0,0,1.3,0.45
2025-05-17,Health,Nashik,Ward_9,OPD_General,86,60,26,37.16,4,5,5,1,0,1.3,0.45
2023-01-20,Health,Pune,Ward_2,Disease_Malaria,3,2,1,32.11,2,4,1,0,0,2.0,0.65
2024-03-31,Health,Pune,Ward_14,Disease_Malaria,3,1,2,85.61,6,6,3,1,0,2.0,0.65
2024-02-20,Health,Mumbai,Ward_17,Disease_Dengue,10,7,3,12.7,2,1,2,0,0,2.5,1.0
2024-05-09,Health,Aurangabad,Ward_8,OPD_General,108,79,29,35.35,2,3,5,0,0,1.2,0.4
2024-12-18,Health,Kolhapur,Ward_2,Ambulance_Emergency,12,8,4,8.68,5,2,12,0,0,1.1,0.38
2024-02-19,Health,Solapur,Ward_7,Hospital_Bed_General,26,23,3,20.65,2,0,2,0,0,1.0,0.35
2023-01-19,Health,Thane,Ward_10,Ambulance_Emergency,66,57,9,20.65,1,3,1,0,0,2.2,0.75
2025-06-24,Health,Pune,Ward_1,OPD_Pediatric,145,129,16,47.88,0,1,6,0,1,2.0,0.65
2024-09-20,Health,Aurangabad,Ward_1,Disease_Dengue,2,1,1,33.37,7,4,9,0,1,1.2,0.4
2025-01-20,Health,Kolhapur,Ward_8,Hospital_Bed_ICU,6,5,1,53.53,2,0,1,0,0,1.1,0.38
2025-08-02,Health,Solapur,Ward_7,Ambulance_Emergency,10,8,2,12.98,2,5,8,1,1,1.0,0.35
2024-02-08,Health,Pune,Ward_13,OPD_Pediatric,167,136,31,33.71,1,3,2,0,0,2.0,0.65
2023-08-27,Health,Solapur,Ward_7,OPD_Pediatric,17,15,2,28.27,0,6,8,1,1,1.0,0.35
2023-12-25,Health,Nagpur,Ward_6,Hospital_Bed_General,71,46,25,11.52,3,0,12,0,0,1.5,0.6
2023-06-05,Health,Nagpur,Ward_5,Hospital_Bed_ICU,24,21,3,69.43,0,0,6,0,1,1.5,0.6
2024-08-01,Health,Kolhapur,Ward_3,OPD_General,126,103,23,52.91,2,3,8,0,1,1.1,0.38
2024-02-26,Health,Nagpur,Ward_3,Hospital_Bed_ICU,15,11,4,83.08,3,0,2,0,0,1.5,0.6
2023-06-15,Health,Nashik,Ward_12,Disease_Malaria,4,2,2,66.47,9,3,6,0,1,1.3,0.45
2023-09-16,Health,Mumbai,Ward_2,Ambulance_Emergency,64,38,26,11.35,6,5,9,1,1,2.5,1.0
2023-07-16,Health,Solapur,Ward_1,OPD_Pediatric,21,14,7,12.35,2,6,7,1,1,1.0,0.35
2025-01-15,Health,Mumbai,Ward_22,Disease_Malaria,10,6,4,29.53,2,2,1,0,0,2.5,1.0
2023-07-01,Health,Nashik,Ward_4,Disease_Malaria,4,2,2,54.42,8,5,7,1,1,1.3,0.45
2023-10-04,Health,Mumbai,Ward_18,OPD_Pediatric,190,125,65,52.93,3,2,10,0,0,2.5,1.0
2024-07-24,Health,Kolhapur,Ward_5,Disease_Dengue,2,1,1,20.77,4,2,7,0,1,1.1,0.38
2024-10-20,Health,Thane,Ward_14,OPD_Pediatric,58,42,16,19.17,5,6,10,1,0,2.2,0.75
2024-12-31,Health,Thane,Ward_3,Ambulance_Emergency,66,51,15,3.64,2,1,12,0,0,2.2,0.75
2025-05-09,Health,Mumbai,Ward_10,Hospital_Bed_General,202,171,31,61.94,2,4,5,0,0,2.5,1.0
2023-06-24,Health,Kolhapur,Ward_3,OPD_Pediatric,24,15,9,55.88,3,5,6,1,1,1.1,0.38
2023-02-09,Health,Kolhapur,Ward_4,Disease_Malaria,1,0,1,28.73,10,3,2,0,0,1.1,0.38
2025-05-11,Health,Nashik,Ward_6,OPD_Pediatric,25,21,4,83.12,0,6,5,1,0,1.3,0.45
2024-08-15,Health,Thane,Ward_5,OPD_Pediatric,145,130,15,14.92,1,3,8,0,1,2.2,0.75
2023-06-04,Health,Solapur,Ward_8,OPD_Pediatric,24,17,7,16.28,3,6,6,1,1,1.0,0.35
2025-09-23,Health,Mumbai,Ward_14,Hospital_Bed_ICU,65,47,18,44.15,3,1,9,0,1,2.5,1.0
2023-09-12,Health,Pune,Ward_8,Disease_Dengue,19,13,6,24.54,2,1,9,0,1,2.0,0.65
2024-12-07,Health,Aurangabad,Ward_8,OPD_General,104,88,16,44.32,3,5,12,1,0,1.2,0.4
2024-11-07,Health,Nashik,Ward_9,OPD_General,150,138,12,85.74,2,3,11,0,0,1.3,0.45
2024-10-26,Health,Nashik,Ward_9,OPD_Pediatric,32,29,3,39.66,0,5,10,1,0,1.3,0.45
2024-11-05,Health,Pune,Ward_2,Hospital_Bed_ICU,19,15,4,80.76,2,1,11,0,0,2.0,0.65
2024-04-26,Health,Aurangabad,Ward_2,Hospital_Bed_General,43,30,13,21.26,3,4,4,0,0,1.2,0.4
2025-05-18,Health,Kolhapur,Ward_8,Hospital_Bed_ICU,2,1,1,39.71,3,6,5,1,0,1.1,0.38
2025-03-13,Health,Solapur,Ward_1,Hospital_Bed_General,24,20,4,36.08,0,3,3,0,0,1.0,0.35
2024-08-10,Health,Kolhapur,Ward_7,Disease_Malaria,2,1,1,26.77,6,5,8,1,1,1.1,0.38
2025-07-17,Health,Kolhapur,Ward_6,Ambulance_Emergency,23,20,3,20.23,2,3,7,0,1,1.1,0.38
2023-03-30,Health,Mumbai,Ward_15,Hospital_Bed_ICU,42,28,14,45.55,4,3,3,0,0,2.5,1.0
2024-08-30,Health,Kolhapur,Ward_8,Hospital_Bed_General,43,32,11,29.18,3,4,8,0,1,1.1,0.38
2024-06-05,Health,Aurangabad,Ward_1,OPD_General,164,142,22,37.86,1,2,6,0,1,1.2,0.4
2023-02-06,Health,Thane,Ward_11,Disease_Malaria,3,2,1,17.47,2,0,2,0,0,2.2,0.75
2023-08-02,Health,Kolhapur,Ward_4,OPD_Pediatric,41,36,5,9.26,0,2,8,0,1,1.1,0.38
2023-12-17,Health,Nagpur,Ward_10,OPD_General,197,185,12,90.94,0,6,12,1,0,1.5,0.6
2025-01-01,Health,Nagpur,Ward_2,Ambulance_Emergency,27,21,6,25.42,1,2,1,0,0,1.5,0.6
2024-08-14,Health,Thane,Ward_14,Ambulance_Emergency,55,45,10,24.04,2,2,8,0,1,2.2,0.75
2025-06-29,Health,Thane,Ward_11,Hospital_Bed_General,102,64,38,28.21,4,6,6,1,1,2.2,0.75
2023-07-24,Health,Nashik,Ward_1,Disease_Malaria,5,3,2,50.46,1,0,7,0,1,1.3,0.45
2024-06-18,Health,Aurangabad,Ward_2,Ambulance_Emergency,22,19,3,17.81,3,1,6,0,1,1.2,0.4
2023-11-19,Health,Thane,Ward_5,Ambulance_Emergency,27,17,10,21.06,2,6,11,1,0,2.2,0.75
2023-07-20,Health,Thane,Ward_1,Hospital_Bed_ICU,25,15,10,53.12,3,3,7,0,1,2.2,0.75
2023-11-10,Health,Nagpur,Ward_8,OPD_Pediatric,70,57,13,63.17,3,4,11,0,0,1.5,0.6
2024-09-08,Health,Nashik,Ward_2,Ambulance_Emergency,16,13,3,6.07,3,6,9,1,1,1.3,0.45
