timestamp,domain,district,ward,service_type,incidents_reported,incidents_resolved,response_time_minutes,severity_level,day_of_week,month,is_weekend,population_factor,urban_ratio
2024-10-26,PublicSafety,Kolhapur,Ward_6,Disaster_Alert,2,1,28.34,Medium,5,10,1,1.1,0.38
2023-07-29,PublicSafety,Solapur,Ward_2,Disaster_Alert,5,3,11.19,Medium,5,7,1,1.0,0.35
2023-04-26,PublicSafety,Mumbai,Ward_6,Fire_Emergency,22,20,2.73,High,2,4,0,2.5,1.0
2025-06-04,PublicSafety,Mumbai,Ward_12,Police_Traffic_Accident,86,80,21.78,Low,2,6,0,2.5,1.0
2024-09-22,PublicSafety,Kolhapur,Ward_5,Emergency_Helpline_Call,166,157,0.79,Low,6,9,1,1.1,0.38
2025-03-23,PublicSafety,Mumbai,Ward_1,Emergency_Helpline_Call,450,348,11.87,Medium,6,3,1,2.5,1.0
2023-11-15,PublicSafety,Solapur,Ward_2,Disaster_Alert,2,1,28.78,Low,2,11,0,1.0,0.35
2023-08-28,PublicSafety,Pune,Ward_9,Emergency_Helpline_Call,349,250,12.74,High,0,8,0,2.0,0.65
2025-03-21,PublicSafety,Mumbai,Ward_22,Disaster_Alert,7,5,72.29,Low,4,3,0,2.5,1.0
2023-08-10,PublicSafety,Kolhapur,Ward_8,Police_Traffic_Accident,31,21,24.7,Medium,3,8,0,1.1,0.38
2024-06-15,PublicSafety,Pune,Ward_7,Police_Crime_Report,137,117,33.56,Low,5,6,1,2.0,0.65
2024-12-08,PublicSafety,Kolhapur,Ward_7,Emergency_Helpline_Call,143,129,13.2,Low,6,12,1,1.1,0.38
2025-07-29,PublicSafety,Solapur,Ward_8,Police_Crime_Report,57,54,31.91,Medium,1,7,0,1.0,0.35
2023-12-29,PublicSafety,Thane,Ward_13,Emergency_Helpline_Call,396,326,14.86,Medium,4,12,0,2.2,0.75
2025-09-05,PublicSafety,Solapur,Ward_7,Disaster_Alert,1,0,85.67,Low,4,9,0,1.0,0.35
2023-06-12,PublicSafety,Solapur,Ward_2,Fire_Emergency,15,12,10.16,High,0,6,0,1.0,0.35
2025-07-04,PublicSafety,Mumbai,Ward_18,Fire_Emergency,41,37,24.6,Medium,4,7,0,2.5,1.0
2025-06-24,PublicSafety,Solapur,Ward_2,Police_Traffic_Accident,36,31,21.23,Medium,1,6,0,1.0,0.35
2024-10-31,PublicSafety,Mumbai,Ward_21,Disaster_Alert,7,5,15.92,Medium,3,10,0,2.5,1.0
2023-04-30,PublicSafety,Nagpur,Ward_1,Disaster_Alert,1,0,24.33,Medium,6,4,1,1.5,0.6
2025-06-28,PublicSafety,Nagpur,Ward_2,Fire_Emergency,19,16,16.71,High,5,6,1,1.5,0.6
2024-08-18,PublicSafety,Nagpur,Ward_5,Emergency_Helpline_Call,237,174,7.38,Critical,6,8,1,1.5,0.6
2023-08-14,PublicSafety,Pune,Ward_12,Disaster_Alert,13,12,70.64,High,0,8,0,2.0,0.65
2023-02-09,PublicSafety,Kolhapur,Ward_8,Fire_Emergency,9,8,6.23,Medium,3,2,0,1.1,0.38
2025-10-09,PublicSafety,Nagpur,Ward_7,Police_Traffic_Accident,48,41,18.86,Low,3,10,0,1.5,0.6
2024-04-23,PublicSafety,Mumbai,Ward_18,Emergency_Helpline_Call,450,413,3.57,Critical,1,4,0,2.5,1.0
2023-11-27,PublicSafety,Solapur,Ward_5,Disaster_Alert,2,1,43.27,Low,0,11,0,1.0,0.35
2023-06-24,PublicSafety,Aurangabad,Ward_7,Emergency_Helpline_Call,185,180,4.72,Low,5,6,1,1.2,0.4
2024-02-29,PublicSafety,Kolhapur,Ward_2,Disaster_Alert,1,0,20.48,Low,3,2,0,1.1,0.38
2025-09-18,PublicSafety,Pune,Ward_13,Disaster_Alert,2,1,17.15,Medium,3,9,0,2.0,0.65
2024-11-08,PublicSafety,Thane,Ward_9,Disaster_Alert,21,18,44.37,Low,4,11,0,2.2,0.75
2023-08-03,PublicSafety,Nashik,Ward_10,Police_Crime_Report,85,61,15.61,High,3,8,0,1.3,0.45
2024-07-29,PublicSafety,Pune,Ward_2,Emergency_Helpline_Call,291,219,11.29,Low,0,7,0,2.0,0.65
2023-02-17,PublicSafety,Nagpur,Ward_5,Police_Crime_Report,95,85,32.54,High,4,2,0,1.5,0.6
2024-01-18,PublicSafety,Aurangabad,Ward_4,Fire_Emergency,7,6,31.59,Critical,3,1,0,1.2,0.4
2023-10-02,PublicSafety,Thane,Ward_9,Disaster_Alert,3,2,10.43,Low,0,10,0,2.2,0.75
2024-10-20,PublicSafety,Nashik,Ward_6,Disaster_Alert,3,2,64.14,Medium,6,10,1,1.3,0.45
2023-03-29,PublicSafety,Kolhapur,Ward_7,Disaster_Alert,3,2,25.91,Medium,2,3,0,1.1,0.38
2023-12-03,PublicSafety,Kolhapur,Ward_4,Police_Crime_Report,71,49,20.11,Medium,6,12,1,1.1,0.38
2024-03-26,PublicSafety,Pune,Ward_11,Police_Crime_Report,106,103,11.77,Low,1,3,0,2.0,0.65
2024-01-31,PublicSafety,Kolhapur,Ward_3,Emergency_Helpline_Call,153,148,12.2,Low,2,1,0,1.1,0.38
2024-01-14,PublicSafety,Aurangabad,Ward_3,Fire_Emergency,14,10,3.61,Medium,6,1,1,1.2,0.4
2023-11-07,PublicSafety,Kolhapur,Ward_2,Disaster_Alert,1,0,50.87,Medium,1,11,0,1.1,0.38
2024-02-21,PublicSafety,Nashik,Ward_12,Police_Traffic_Accident,36,26,13.61,Medium,2,2,0,1.3,0.45
2024-02-28,PublicSafety,Mumbai,Ward_12,Fire_Emergency,33,30,3.23,Medium,2,2,0,2.5,1.0
2024-04-18,PublicSafety,Mumbai,Ward_11,Police_Crime_Report,180,149,19.29,High,3,4,0,2.5,1.0
2023-05-09,PublicSafety,Nashik,Ward_10,Fire_Emergency,11,9,2.24,Low,1,5,0,1.3,0.45
2023-08-05,PublicSafety,Nagpur,Ward_10,Police_Traffic_Accident,46,39,9.99,High,5,8,1,1.5,0.6
2023-11-12,PublicSafety,Solapur,Ward_2,Police_Crime_Report,59,54,14.42,High,6,11,1,1.0,0.35
2024-09-02,PublicSafety,Kolhapur,Ward_6,Police_Traffic_Accident,22,17,11.15,Low,0,9,0,1.1,0.38
2025-06-24,PublicSafety,Nagpur,Ward_4,Disaster_Alert,1,0,49.31,Low,1,6,0,1.5,0.6
2024-06-15,PublicSafety,Solapur,Ward_2,Fire_Emergency,8,6,4.81,Low,5,6,1,1.0,0.35
2023-03-05,PublicSafety,Thane,Ward_13,Emergency_Helpline_Call,356,304,7.8,Low,6,3,1,2.2,0.75
2023-06-22,PublicSafety,Kolhapur,Ward_4,Emergency_Helpline_Call,171,120,4.98,Medium,3,6,0,1.1,0.38
2025-08-31,PublicSafety,Pune,Ward_5,Fire_Emergency,15,12,4.21,Low,6,8,1,2.0,0.65
2024-09-22,PublicSafety,Mumbai,Ward_10,Police_Crime_Report,172,139,7.37,High,6,9,1,2.5,1.0
2024-01-07,PublicSafety,Mumbai,Ward_11,Disaster_Alert,11,9,17.07,Medium,6,1,1,2.5,1.0
2023-05-21,PublicSafety,Kolhapur,Ward_6,Emergency_Helpline_Call,153,137,8.47,Medium,6,5,1,1.1,0.38
2023-04-13,PublicSafety,Pune,Ward_10,Police_Crime_Report,132,107,30.39,Critical,3,4,0,2.0,0.65
2024-01-26,PublicSafety,Mumbai,Ward_6,Police_Crime_Report,213,194,50.26,Low,4,1,0,2.5,1.0
2025-04-07,PublicSafety,Pune,Ward_7,Emergency_Helpline_Call,272,220,8.82,Medium,0,4,0,2.0,0.65
2023-02-24,PublicSafety,Pune,Ward_12,Fire_Emergency,31,29,10.26,Low,4,2,0,2.0,0.65
2023-11-30,PublicSafety,Nagpur,Ward_10,Police_Crime_Report,140,116,4.73,High,3,11,0,1.5,0.6
2023-05-05,PublicSafety,Kolhapur,Ward_8,Emergency_Helpline_Call,136,108,5.6,Medium,4,5,0,1.1,0.38
2025-01-04,PublicSafety,Kolhapur,Ward_5,Emergency_Helpline_Call,140,125,8.95,Medium,5,1,1,1.1,0.38
2023-07-11,PublicSafety,Nagpur,Ward_6,Police_Traffic_Accident,58,56,20.83,High,1,7,0,1.5,0.6
2023-08-03,PublicSafety,Kolhapur,Ward_6,Police_Crime_Report,69,53,21.75,Low,3,8,0,1.1,0.38
2024-06-21,PublicSafety,Nagpur,Ward_1,Police_Traffic_Accident,50,46,18.84,Medium,4,6,0,1.5,0.6
2025-10-10,PublicSafety,Solapur,Ward_8,Emergency_Helpline_Call,133,115,17.73,Low,4,10,0,1.0,0.35
2024-02-23,PublicSafety,Pune,Ward_13,Police_Traffic_Accident,82,80,17.69,High,4,2,0,2.0,0.65
2024-04-13,PublicSafety,Kolhapur,Ward_3,Emergency_Helpline_Call,167,138,0.83,Low,5,4,1,1.1,0.38
2025-09-22,PublicSafety,Nashik,Ward_8,Police_Traffic_Accident,30,21,20.14,Low,0,9,0,1.3,0.45
2024-09-18,PublicSafety,Kolhapur,Ward_7,Police_Crime_Report,53,37,22.14,Critical,2,9,0,1.1,0.38
2023-08-30,PublicSafety,Thane,Ward_9,Fire_Emergency,18,13,11.26,High,2,8,0,2.2,0.75
2023-01-17,PublicSafety,Thane,Ward_3,Disaster_Alert,3,2,28.81,Medium,1,1,0,2.2,0.75
2024-07-20,PublicSafety,Nagpur,Ward_7,Fire_Emergency,17,12,2.07,Low,5,7,1,1.5,0.6
2025-09-29,PublicSafety,Nagpur,Ward_10,Police_Traffic_Accident,42,34,12.0,Medium,0,9,0,1.5,0.6
2025-08-19,PublicSafety,Mumbai,Ward_9,Disaster_Alert,11,9,17.33,Low,1,8,0,2.5,1.0
2023-12-04,PublicSafety,Mumbai,Ward_16,Police_Crime_Report,221,212,41.78,Low,0,12,0,2.5,1.0
2025-09-09,PublicSafety,Pune,Ward_10,Police_Crime_Report,124,115,39.23,High,1,9,0,2.0,0.65
2025-05-16,PublicSafety,Aurangabad,Ward_6,Emergency_Helpline_Call,188,140,1.05,Low,4,5,0,1.2,0.4
2024-08-10,PublicSafety,Thane,Ward_5,Disaster_Alert,6,4,31.43,Low,5,8,1,2.2,0.75
2024-10-08,PublicSafety,Nagpur,Ward_3,Fire_Emergency,19,14,14.73,Low,1,10,0,1.5,0.6
2023-10-04,PublicSafety,Mumbai,Ward_16,Disaster_Alert,11,9,24.11,Critical,2,10,0,2.5,1.0
2025-02-19,PublicSafety,Thane,Ward_11,Police_Crime_Report,163,132,10.84,High,2,2,0,2.2,0.75
2024-08-03,PublicSafety,Nashik,Ward_8,Emergency_Helpline_Call,181,172,10.77,Low,5,8,1,1.3,0.45
2024-03-15,PublicSafety,Nashik,Ward_9,Police_Crime_Report,78,54,38.93,Low,4,3,0,1.3,0.45
2024-10-23,PublicSafety,Thane,Ward_8,Emergency_Helpline_Call,372,349,8.08,Critical,2,10,0,2.2,0.75
2023-07-11,PublicSafety,Kolhapur,Ward_2,Emergency_Helpline_Call,136,113,3.64,Medium,1,7,0,1.1,0.38
2023-09-08,PublicSafety,Nagpur,Ward_7,Police_Crime_Report,89,71,7.35,High,4,9,0,1.5,0.6
2023-01-06,PublicSafety,Solapur,Ward_4,Disaster_Alert,1,0,15.12,Medium,4,1,0,1.0,0.35
2024-09-08,PublicSafety,Thane,Ward_18,Fire_Emergency,12,8,5.57,Medium,6,9,1,2.2,0.75
2025-02-18,PublicSafety,Solapur,Ward_1,Emergency_Helpline_Call,121,98,5.39,Low,1,2,0,1.0,0.35
2024-04-11,PublicSafety,Pune,Ward_8,Police_Crime_Report,121,84,12.01,Medium,3,4,0,2.0,0.65
2024-11-30,PublicSafety,Thane,Ward_13,Fire_Emergency,18,14,6.7,Low,5,11,1,2.2,0.75
2024-08-11,PublicSafety,Nagpur,Ward_10,Fire_Emergency,21,20,10.07,Medium,6,8,1,1.5,0.6
2025-04-26,PublicSafety,Nagpur,Ward_3,Fire_Emergency,13,12,10.51,High,5,4,1,1.5,0.6
2024-08-20,PublicSafety,Aurangabad,Ward_2,Fire_Emergency,8,7,13.15,Low,1,8,0,1.2,0.4
2025-09-22,PublicSafety,Aurangabad,Ward_7,Disaster_Alert,1,0,35.67,Medium,0,9,0,1.2,0.4
2023-12-26,PublicSafety,Aurangabad,Ward_3,Police_Crime_Report,92,80,3.98,Medium,1,12,0,1.2,0.4
2025-06-19,PublicSafety,Nagpur,Ward_6,Police_Traffic_Accident,48,41,22.6,Low,3,6,0,1.5,0.6
2025-01-19,PublicSafety,Thane,Ward_17,Police_Traffic_Accident,69,66,60.2,Low,6,1,1,2.2,0.75
2023-10-15,PublicSafety,Aurangabad,Ward_3,Fire_Emergency,14,12,18.21,Low,6,10,1,1.2,0.4
2025-07-17,PublicSafety,Nashik,Ward_12,Police_Crime_Report,79,57,14.35,High,3,7,0,1.3,0.45
2025-07-25,PublicSafety,Mumbai,Ward_12,Fire_Emergency,22,18,12.55,High,4,7,0,2.5,1.0
2023-07-28,PublicSafety,Nagpur,Ward_10,Emergency_Helpline_Call,263,224,3.5,Medium,4,7,0,1.5,0.6
2024-09-10,PublicSafety,Solapur,Ward_6,Police_Crime_Report,58,52,39.58,High,1,9,0,1.0,0.35
2025-03-28,PublicSafety,Kolhapur,Ward_2,Fire_Emergency,5,4,4.42,Medium,4,3,0,1.1,0.38
2024-02-26,PublicSafety,Pune,Ward_5,Police_Crime_Report,140,108,13.73,Medium,0,2,0,2.0,0.65
2023-01-01,PublicSafety,Nashik,Ward_7,Emergency_Helpline_Call,214,174,11.66,Low,6,1,1,1.3,0.45
2024-10-04,PublicSafety,Solapur,Ward_5,Police_Traffic_Accident,31,24,18.83,Low,4,10,0,1.0,0.35
2025-04-14,PublicSafety,Thane,Ward_9,Disaster_Alert,3,2,10.7,High,0,4,0,2.2,0.75
2025-09-21,PublicSafety,Solapur,Ward_2,Police_Traffic_Accident,27,25,31.96,Medium,6,9,1,1.0,0.35
2024-07-01,PublicSafety,Nagpur,Ward_5,Emergency_Helpline_Call,251,222,30.21,Low,0,7,0,1.5,0.6
2023-12-26,PublicSafety,Thane,Ward_2,Disaster_Alert,3,2,31.75,Medium,1,12,0,2.2,0.75
2024-09-07,PublicSafety,Pune,Ward_7,Police_Traffic_Accident,92,87,40.41,Low,5,9,1,2.0,0.65
2025-08-07,PublicSafety,Nashik,Ward_6,Fire_Emergency,17,14,20.05,Low,3,8,0,1.3,0.45
2023-03-21,PublicSafety,Nagpur,Ward_1,Police_Crime_Report,99,91,14.31,High,1,3,0,1.5,0.6
2025-09-10,PublicSafety,Solapur,Ward_8,Police_Traffic_Accident,23,19,36.89,Medium,2,9,0,1.0,0.35
2023-01-16,PublicSafety,Thane,Ward_18,Police_Traffic_Accident,63,47,24.74,Medium,0,1,0,2.2,0.75
2023-01-17,PublicSafety,Nashik,Ward_12,Disaster_Alert,1,0,28.14,Low,1,1,0,1.3,0.45
2023-07-20,PublicSafety,Pune,Ward_7,Police_Traffic_Accident,71,51,21.6,Low,3,7,0,2.0,0.65
2023-10-17,PublicSafety,Solapur,Ward_6,Disaster_Alert,4,3,25.86,Medium,1,10,0,1.0,0.35
2024-08-04,PublicSafety,Nagpur,Ward_6,Police_Traffic_Accident,40,37,22.2,Low,6,8,1,1.5,0.6
2025-05-31,PublicSafety,Kolhapur,Ward_2,Emergency_Helpline_Call,132,100,3.91,Medium,5,5,1,1.1,0.38
2023-12-05,PublicSafety,Kolhapur,Ward_8,Police_Traffic_Accident,27,23,13.5,High,1,12,0,1.1,0.38
2025-02-18,PublicSafety,Solapur,Ward_7,Police_Crime_Report,51,36,30.28,High,1,2,0,1.0,0.35
2023-02-04,PublicSafety,Nagpur,Ward_1,Emergency_Helpline_Call,220,181,4.94,Medium,5,2,1,1.5,0.6
2024-09-24,PublicSafety,Aurangabad,Ward_8,Disaster_Alert,1,0,20.89,Medium,1,9,0,1.2,0.4
2023-05-09,PublicSafety,Solapur,Ward_1,Emergency_Helpline_Call,162,118,12.36,Low,1,5,0,1.0,0.35
2024-01-30,PublicSafety,Mumbai,Ward_24,Police_Traffic_Accident,105,101,16.12,High,1,1,0,2.5,1.0
2024-11-07,PublicSafety,Nagpur,Ward_9,Disaster_Alert,1,0,20.6,High,3,11,0,1.5,0.6
2023-01-05,PublicSafety,Nagpur,Ward_9,Disaster_Alert,7,4,17.94,Low,3,1,0,1.5,0.6
2025-01-24,PublicSafety,Thane,Ward_10,Disaster_Alert,6,4,32.31,High,4,1,0,2.2,0.75
2023-03-17,PublicSafety,Thane,Ward_8,Disaster_Alert,3,2,8.91,High,4,3,0,2.2,0.75
2023-09-21,PublicSafety,Pune,Ward_14,Emergency_Helpline_Call,325,279,6.28,High,3,9,0,2.0,0.65
2025-04-11,PublicSafety,Kolhapur,Ward_1,Police_Crime_Report,68,63,60.93,Low,4,4,0,1.1,0.38
2023-03-20,PublicSafety,Thane,Ward_11,Disaster_Alert,6,4,27.97,Medium,0,3,0,2.2,0.75
2023-10-12,PublicSafety,Aurangabad,Ward_6,Fire_Emergency,12,11,9.06,Medium,3,10,0,1.2,0.4
2024-06-01,PublicSafety,Mumbai,Ward_15,Fire_Emergency,30,21,8.16,Medium,5,6,1,2.5,1.0
2023-02-20,PublicSafety,Kolhapur,Ward_6,Police_Crime_Report,74,54,30.22,Low,0,2,0,1.1,0.38
2023-08-14,PublicSafety,Kolhapur,Ward_1,Fire_Emergency,9,6,21.05,Medium,0,8,0,1.1,0.38
2023-03-26,PublicSafety,Pune,Ward_14,Police_Crime_Report,129,122,15.77,Low,6,3,1,2.0,0.65
2024-04-04,PublicSafety,Aurangabad,Ward_4,Police_Traffic_Accident,47,38,23.51,Medium,3,4,0,1.2,0.4
2023-09-06,PublicSafety,Kolhapur,Ward_2,Police_Crime_Report,70,57,14.84,Low,2,9,0,1.1,0.38
2023-06-18,PublicSafety,Pune,Ward_4,Disaster_Alert,7,5,28.64,Low,6,6,1,2.0,0.65
2025-08-05,PublicSafety,Thane,Ward_14,Disaster_Alert,9,7,18.81,Low,1,8,0,2.2,0.75
2025-04-20,PublicSafety,Pune,Ward_6,Fire_Emergency,7,5,1.52,High,6,4,1,2.0,0.65
2023-02-06,PublicSafety,Pune,Ward_7,Fire_Emergency,13,10,10.17,Medium,0,2,0,2.0,0.65
2024-02-11,PublicSafety,Solapur,Ward_3,Disaster_Alert,1,0,23.35,High,6,2,1,1.0,0.35
2023-04-09,PublicSafety,Nagpur,Ward_8,Police_Traffic_Accident,60,51,24.15,Low,6,4,1,1.5,0.6
2023-01-08,PublicSafety,Nashik,Ward_12,Fire_Emergency,9,7,10.41,High,6,1,1,1.3,0.45
2025-04-08,PublicSafety,Pune,Ward_13,Emergency_Helpline_Call,339,291,5.61,High,1,4,0,2.0,0.65
2023-07-30,PublicSafety,Mumbai,Ward_7,Disaster_Alert,3,2,12.56,Low,6,7,1,2.5,1.0
2023-04-18,PublicSafety,Aurangabad,Ward_5,Police_Crime_Report,69,52,19.35,Medium,1,4,0,1.2,0.4
2023-09-29,PublicSafety,Solapur,Ward_8,Disaster_Alert,2,1,44.24,Medium,4,9,0,1.0,0.35
2023-09-11,PublicSafety,Nashik,Ward_9,Emergency_Helpline_Call,203,171,9.66,High,0,9,0,1.3,0.45
2025-03-06,PublicSafety,Thane,Ward_16,Police_Traffic_Accident,78,68,10.06,High,3,3,0,2.2,0.75
2025-01-09,PublicSafety,Mumbai,Ward_16,Police_Crime_Report,240,208,26.93,Low,3,1,0,2.5,1.0
2025-07-12,PublicSafety,Pune,Ward_13,Disaster_Alert,5,3,50.44,High,5,7,1,2.0,0.65
2025-03-15,PublicSafety,Solapur,Ward_2,Disaster_Alert,4,3,24.21,Low,5,3,1,1.0,0.35
2025-03-26,PublicSafety,Nashik,Ward_9,Disaster_Alert,1,0,13.59,Low,2,3,0,1.3,0.45
2024-06-03,PublicSafety,Thane,Ward_3,Disaster_Alert,3,2,42.91,Low,0,6,0,2.2,0.75
2024-08-25,PublicSafety,Aurangabad,Ward_8,Police_Traffic_Accident,37,33,41.59,Critical,6,8,1,1.2,0.4
2023-06-07,PublicSafety,Pune,Ward_12,Emergency_Helpline_Call,249,235,5.85,Medium,2,6,0,2.0,0.65
2025-03-20,PublicSafety,Nagpur,Ward_10,Police_Traffic_Accident,40,38,24.83,High,3,3,0,1.5,0.6
2025-02-17,PublicSafety,Nagpur,Ward_9,Disaster_Alert,5,4,15.58,Medium,0,2,0,1.5,0.6
2025-09-09,PublicSafety,Solapur,Ward_5,Fire_Emergency,10,7,2.95,Low,1,9,0,1.0,0.35
2023-01-16,PublicSafety,Kolhapur,Ward_4,Disaster_Alert,2,1,31.17,Critical,0,1,0,1.1,0.38
2024-03-14,PublicSafety,Pune,Ward_14,Police_Crime_Report,132,101,40.73,Medium,3,3,0,2.0,0.65
2023-04-21,PublicSafety,Aurangabad,Ward_2,Police_Crime_Report,61,47,27.28,Medium,4,4,0,1.2,0.4
2023-05-23,PublicSafety,Nashik,Ward_4,Emergency_Helpline_Call,183,140,2.67,Medium,1,5,0,1.3,0.45
2023-11-20,PublicSafety,Aurangabad,Ward_7,Fire_Emergency,8,7,4.57,Critical,0,11,0,1.2,0.4
2023-08-08,PublicSafety,Kolhapur,Ward_6,Emergency_Helpline_Call,178,166,3.76,Medium,1,8,0,1.1,0.38
2023-01-14,PublicSafety,Nashik,Ward_5,Police_Traffic_Accident,35,25,11.21,Low,5,1,1,1.3,0.45
2025-04-14,PublicSafety,Nagpur,Ward_9,Police_Crime_Report,107,93,22.51,Medium,0,4,0,1.5,0.6
2025-03-20,PublicSafety,Pune,Ward_4,Police_Crime_Report,100,88,22.04,High,3,3,0,2.0,0.65
2023-08-31,PublicSafety,Nashik,Ward_12,Emergency_Helpline_Call,216,156,5.09,Medium,3,8,0,1.3,0.45
2023-07-19,PublicSafety,Aurangabad,Ward_3,Disaster_Alert,1,0,54.81,High,2,7,0,1.2,0.4
2024-12-14,PublicSafety,Solapur,Ward_4,Police_Crime_Report,57,43,19.2,Medium,5,12,1,1.0,0.35
2025-05-15,PublicSafety,Nashik,Ward_6,Police_Crime_Report,71,52,23.82,Low,3,5,0,1.3,0.45
2024-03-25,PublicSafety,Nashik,Ward_5,Police_Crime_Report,100,83,21.05,Medium,0,3,0,1.3,0.45
2025-04-09,PublicSafety,Nagpur,Ward_1,Emergency_Helpline_Call,185,169,10.27,Medium,2,4,0,1.5,0.6
2023-03-31,PublicSafety,Mumbai,Ward_13,Emergency_Helpline_Call,453,375,6.78,Low,4,3,0,2.5,1.0
2025-01-16,PublicSafety,Kolhapur,Ward_1,Fire_Emergency,15,13,28.65,Medium,3,1,0,1.1,0.38
2025-06-26,PublicSafety,Aurangabad,Ward_8,Disaster_Alert,1,0,8.78,Medium,3,6,0,1.2,0.4
2025-06-29,PublicSafety,Aurangabad,Ward_5,Disaster_Alert,2,1,38.97,Medium,6,6,1,1.2,0.4
2024-04-29,PublicSafety,Nashik,Ward_7,Disaster_Alert,4,3,20.43,Low,0,4,0,1.3,0.45
2023-07-15,PublicSafety,Pune,Ward_15,Fire_Emergency,31,27,8.37,Low,5,7,1,2.0,0.65
2025-02-27,PublicSafety,Mumbai,Ward_6,Police_Crime_Report,157,145,20.33,Low,3,2,0,2.5,1.0
2023-07-22,PublicSafety,Aurangabad,Ward_8,Police_Traffic_Accident,34,28,21.9,Low,5,7,1,1.2,0.4
2025-09-25,PublicSafety,Mumbai,Ward_5,Emergency_Helpline_Call,427,410,3.64,Medium,3,9,0,2.5,1.0
2024-06-06,PublicSafety,Nagpur,Ward_1,Emergency_Helpline_Call,261,255,1.27,High,3,6,0,1.5,0.6
2023-04-23,PublicSafety,Thane,Ward_2,Police_Crime_Report,121,88,53.23,Low,6,4,1,2.2,0.75
2024-11-17,PublicSafety,Aurangabad,Ward_1,Fire_Emergency,15,14,2.36,Medium,6,11,1,1.2,0.4
2025-03-01,PublicSafety,Solapur,Ward_2,Disaster_Alert,1,0,45.13,High,5,3,1,1.0,0.35
2025-07-22,PublicSafety,Pune,Ward_10,Disaster_Alert,2,1,10.54,Low,1,7,0,2.0,0.65
2025-05-30,PublicSafety,Thane,Ward_5,Disaster_Alert,6,5,43.02,Medium,4,5,0,2.2,0.75
2024-04-13,PublicSafety,Kolhapur,Ward_7,Disaster_Alert,5,3,32.77,High,5,4,1,1.1,0.38
2024-02-29,PublicSafety,Pune,Ward_8,Emergency_Helpline_Call,363,325,8.71,Medium,3,2,0,2.0,0.65
2025-06-23,PublicSafety,Mumbai,Ward_22,Police_Traffic_Accident,105,80,27.64,Medium,0,6,0,2.5,1.0
2025-05-01,PublicSafety,Pune,Ward_1,Police_Crime_Report,92,82,11.55,Low,3,5,0,2.0,0.65
2023-07-12,PublicSafety,Mumbai,Ward_6,Disaster_Alert,7,6,53.3,Low,2,7,0,2.5,1.0
2024-04-29,PublicSafety,Nashik,Ward_12,Disaster_Alert,4,3,18.05,Medium,0,4,0,1.3,0.45
2023-10-27,PublicSafety,Solapur,Ward_3,Police_Crime_Report,56,54,17.24,Medium,4,10,0,1.0,0.35
2023-07-27,PublicSafety,Thane,Ward_13,Police_Traffic_Accident,60,55,63.97,Low,3,7,0,2.2,0.75
2024-08-07,PublicSafety,Aurangabad,Ward_6,Fire_Emergency,17,12,8.36,Low,2,8,0,1.2,0.4
2024-01-18,PublicSafety,Kolhapur,Ward_6,Police_Crime_Report,54,37,22.44,Medium,3,1,0,1.1,0.38
2024-01-22,PublicSafety,Thane,Ward_15,Fire_Emergency,12,8,3.1,Low,0,1,0,2.2,0.75
2025-03-08,PublicSafety,Thane,Ward_11,Fire_Emergency,21,18,9.65,High,5,3,1,2.2,0.75
2024-01-21,PublicSafety,Pune,Ward_2,Emergency_Helpline_Call,294,274,14.61,Medium,6,1,1,2.0,0.65
2023-08-01,PublicSafety,Pune,Ward_6,Police_Crime_Report,145,120,38.89,High,1,8,0,2.0,0.65
2024-08-02,PublicSafety,Nagpur,Ward_2,Fire_Emergency,23,18,9.92,Critical,4,8,0,1.5,0.6
2025-07-10,PublicSafety,Pune,Ward_2,Police_Traffic_Accident,74,66,51.1,Low,3,7,0,2.0,0.65
2023-04-02,PublicSafety,Solapur,Ward_2,Disaster_Alert,1,0,34.06,High,6,4,1,1.0,0.35
2023-12-23,PublicSafety,Nashik,Ward_8,Fire_Emergency,14,12,21.17,High,5,12,1,1.3,0.45
2023-04-17,PublicSafety,Thane,Ward_10,Police_Traffic_Accident,96,85,19.6,Medium,0,4,0,2.2,0.75
2023-08-05,PublicSafety,Mumbai,Ward_4,Police_Crime_Report,228,205,48.82,Low,5,8,1,2.5,1.0
2024-08-30,PublicSafety,Kolhapur,Ward_5,Police_Crime_Report,68,66,21.9,Medium,4,8,0,1.1,0.38
2025-07-27,PublicSafety,Solapur,Ward_6,Disaster_Alert,3,2,18.07,High,6,7,1,1.0,0.35
2024-08-27,PublicSafety,Nashik,Ward_8,Police_Crime_Report,87,82,19.55,High,1,8,0,1.3,0.45
2024-09-29,PublicSafety,Solapur,Ward_4,Police_Traffic_Accident,42,39,6.37,Medium,6,9,1,1.0,0.35
2024-10-05,PublicSafety,Kolhapur,Ward_2,Disaster_Alert,1,0,51.19,Low,5,10,1,1.1,0.38
2023-08-11,PublicSafety,Solapur,Ward_2,Disaster_Alert,2,1,10.8,Low,4,8,0,1.0,0.35
2023-07-29,PublicSafety,Aurangabad,Ward_4,Fire_Emergency,12,9,4.3,Critical,5,7,1,1.2,0.4
2023-09-28,PublicSafety,Pune,Ward_14,Emergency_Helpline_Call,331,247,10.47,High,3,9,0,2.0,0.65
2024-06-14,PublicSafety,Thane,Ward_9,Fire_Emergency,15,12,19.12,Low,4,6,0,2.2,0.75
2025-04-25,PublicSafety,Aurangabad,Ward_8,Police_Crime_Report,73,66,13.19,Medium,4,4,0,1.2,0.4
